fish,sampleID,site,layer,length,eye_diam,C.d15N,C.d13C,lens_age,age,species,site_class
CO-1-CACL-02,CO-1-CACL-02-R06,CO-1,R06,168,1.4,1.692701639,0.423000556,2.820651756,5,CACL,native
CO-1-CACL-02,CO-1-CACL-02-R07,CO-1,R07,168,1.4,2.326277984,4.720283386,4.306350026,5,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R01,CO-1,R01,172,1.45,2.531170805,2.107888352,0.414192865,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R02,CO-1,R02,172,1.45,2.245713331,1.039388962,0.810840049,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R03,CO-1,R03,172,1.45,3.091144875,2.682946992,1.2144023,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R04,CO-1,R04,172,1.45,3.36367222,1.822356995,1.68418377,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R05,CO-1,R05,172,1.45,3.50689827,2.377590246,2.31766433,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R06,CO-1,R06,172,1.45,2.593832202,6.052066717,2.912761044,4,CACL,native
CO-1-CACL-03,CO-1-CACL-03-R07,CO-1,R07,172,1.45,2.761923886,5.706615156,3.810588781,4,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R03,CO-1,R03,203,1.55,1.590616909,2.830632787,0.730421409,5,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R04,CO-1,R04,203,1.55,0.420937503,2.828072544,1.306927999,5,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R05,CO-1,R05,203,1.55,0.903330795,3.581736814,1.571149254,5,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R06,CO-1,R06,203,1.55,1.471261868,5.312475591,1.839626342,5,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R07,CO-1,R07,203,1.55,2.374381682,5.168651283,2.489109099,5,CACL,native
CO-1-CACL-04,CO-1-CACL-04-R08,CO-1,R08,203,1.55,2.939328879,3.80567106,3.526851969,5,CACL,native
CO-1-CACL-05,CO-1-CACL-05-R01,CO-1,R01,154,1.15,2.318682663,5.125147069,0.270128405,2,CACL,native
CO-1-CACL-05,CO-1-CACL-05-R02,CO-1,R02,154,1.15,2.536505614,1.9191528,0.600964553,2,CACL,native
CO-1-CACL-05,CO-1-CACL-05-R03,CO-1,R03,154,1.15,2.588226132,1.445732455,0.888456919,2,CACL,native
CO-1-CACL-05,CO-1-CACL-05-R04,CO-1,R04,154,1.15,2.860753476,1.242545358,1.330034334,2,CACL,native
CO-1-CACL-06,CO-1-CACL-06-R01,CO-1,R01,141,1.15,2.647903652,6.901652969,0.270044852,2,CACL,native
CO-1-CACL-06,CO-1-CACL-06-R02,CO-1,R02,141,1.15,2.670780035,1.159648151,0.62948149,2,CACL,native
CO-1-CACL-06,CO-1-CACL-06-R03,CO-1,R03,141,1.15,2.737419933,-1.909769726,1.092297325,2,CACL,native
CO-1-CACL-06,CO-1-CACL-06-R04,CO-1,R04,141,1.15,2.406209693,-0.526075063,1.640764709,2,CACL,native
CO-1-CACL-07,CO-1-CACL-07-R01,CO-1,R01,115,0.8,2.414166696,3.905582118,0.193363429,1,CACL,native
CO-1-CACL-07,CO-1-CACL-07-R02,CO-1,R02,115,0.8,2.110805965,3.085433255,0.508846263,1,CACL,native
CO-1-CACL-08,CO-1-CACL-08-R08,CO-1,R08,114,0.8,2.494369667,4.209001128,0.091510524,1,CACL,native
CO-1-CACL-08,CO-1-CACL-08-R09,CO-1,R09,114,0.8,2.91907469,5.833848156,0.471119516,1,CACL,native
CO-1-CACL-09,CO-1-CACL-09-R01,CO-1,R01,101,0.7,2.468509408,3.061279848,0.215367236,1,CACL,native
CO-1-CACL-10,CO-1-CACL-10-R01,CO-1,R01,85,0.55,1.480846439,6.142294983,0.266145507,1,CACL,native
CO-1-GIRO-02,CO-1-GIRO-02-R01,CO-1,R01,161,1.7,1.318925954,4.869262171,0.339741373,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R02,CO-1,R02,161,1.7,1.233388174,6.340595165,0.832521424,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R03,CO-1,R03,161,1.7,1.098119127,5.899260928,1.337534618,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R04,CO-1,R04,161,1.7,1.045403984,4.885932789,1.696554001,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R05,CO-1,R05,161,1.7,1.073253494,4.135186744,2.257472641,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R06,CO-1,R06,161,1.7,1.754986283,5.105792934,3.009605686,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R07,CO-1,R07,161,1.7,2.73867075,5.840310358,3.974663418,5,GIRO,native
CO-1-GIRO-02,CO-1-GIRO-02-R08,CO-1,R08,161,1.7,3.01020347,6.012264379,4.916666667,5,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R01,CO-1,R01,174,1.65,2.237959774,5.442520425,0.082977545,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R02,CO-1,R02,174,1.65,3.474279079,2.219015826,0.393649057,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R04,CO-1,R04,174,1.65,2.77306821,4.087788031,0.73218894,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R05,CO-1,R05,174,1.65,1.603388803,4.716086784,1.208619312,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R06,CO-1,R06,174,1.65,2.28371254,3.88928699,1.561348859,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R07,CO-1,R07,174,1.65,2.960057775,3.925806708,2.006451303,4,GIRO,native
CO-1-GIRO-03,CO-1-GIRO-03-R08,CO-1,R08,174,1.65,3.441456443,4.444798976,2.736238703,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R02,CO-1,R02,162,1.55,2.541320504,6.784974173,0.242060081,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R03,CO-1,R03,162,1.55,2.969009403,6.132244918,0.574239433,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R04,CO-1,R04,162,1.55,2.307583548,6.05272796,0.752394091,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R05,CO-1,R05,162,1.55,1.993281939,5.35975557,1.303496327,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R06,CO-1,R06,162,1.55,2.095728349,5.128109709,1.85029507,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R07,CO-1,R07,162,1.55,2.779035962,4.642274691,2.804056083,4,GIRO,native
CO-1-GIRO-04,CO-1-GIRO-04-R08,CO-1,R08,162,1.55,3.000837414,4.713970728,3.346323461,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R01,CO-1,R01,159,1.45,2.196517051,5.898231501,0.100031318,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R02,CO-1,R02,159,1.45,3.152352009,4.227737264,0.421421779,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R03,CO-1,R03,159,1.45,3.629772175,5.032221241,0.66297619,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R04,CO-1,R04,159,1.45,3.404655305,5.009918638,1.192442877,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R05,CO-1,R05,159,1.45,2.391132077,4.914620942,1.695406874,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R06,CO-1,R06,159,1.45,2.292664168,4.01270059,2.158287744,4,GIRO,native
CO-1-GIRO-05,CO-1-GIRO-05-R07,CO-1,R07,159,1.45,2.574143141,3.999945784,2.769001922,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R01,CO-1,R01,152,1.45,3.222970408,7.920652046,0.290168401,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R02,CO-1,R02,152,1.45,3.461680491,6.634475985,0.686909539,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R03,CO-1,R03,152,1.45,2.329796847,4.196783337,1.032981509,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R04,CO-1,R04,152,1.45,2.439205636,2.737646481,1.550799426,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R05,CO-1,R05,152,1.45,3.054878725,2.395011009,2.294394561,4,GIRO,native
CO-1-GIRO-06,CO-1-GIRO-06-R06,CO-1,R06,152,1.45,3.428857855,3.270547165,3.120144243,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L02,CO-1,L02,141,1.4,1.894150946,7.115267145,0.420314592,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L03,CO-1,L03,141,1.4,1.680306497,5.421156001,0.978236603,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L04,CO-1,L04,141,1.4,1.530118069,5.818314642,1.425596879,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L05,CO-1,L05,141,1.4,2.166678291,5.585155099,1.991819403,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L06,CO-1,L06,141,1.4,2.403399123,4.829505281,2.723010926,4,GIRO,native
CO-1-GIRO-07,CO-1-GIRO-07-L07,CO-1,L07,141,1.4,2.811195515,4.841434039,3.406926907,4,GIRO,native
CO-1-GIRO-10,CO-1-GIRO-10-R01,CO-1,R01,73,0.8,2.356297585,7.840349062,0.220858174,1,GIRO,native
CO-1-GIRO-10,CO-1-GIRO-10-R02,CO-1,R02,73,0.8,2.435867613,6.668340795,0.810939884,1,GIRO,native
CO-1-GIRO-11,CO-1-GIRO-11-R01,CO-1,R01,72,0.7,2.767680656,6.686500314,0.512829562,1,GIRO,native
CO-2-CACL-03,CO-2-CACL-03-R01,CO-2,R01,177,1.35,1.217406543,7.66154059,0.413374065,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R02,CO-2,R02,177,1.35,0.520097873,5.881606501,0.810182775,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R03,CO-2,R03,177,1.35,0.796962465,4.493502378,1.197973111,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R04,CO-2,R04,177,1.35,2.650492348,3.846464095,1.564713752,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R05,CO-2,R05,177,1.35,1.942257189,6.094632077,1.926107711,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R06,CO-2,R06,177,1.35,1.760480143,7.801908876,2.381655752,4,CACL,native
CO-2-CACL-03,CO-2-CACL-03-R07,CO-2,R07,177,1.35,1.864778448,8.378305507,2.898604522,4,CACL,native
CO-2-CACL-04,CO-2-CACL-04-R02,CO-2,R02,186,1.4,0.763460585,4.820068537,0.330700321,4,CACL,native
CO-2-CACL-04,CO-2-CACL-04-R03,CO-2,R03,186,1.4,0.200249736,2.230648202,0.720052842,4,CACL,native
CO-2-CACL-04,CO-2-CACL-04-R04,CO-2,R04,186,1.4,-0.902332349,4.044001059,1.162184999,4,CACL,native
CO-2-CACL-04,CO-2-CACL-04-R05,CO-2,R05,186,1.4,-0.419580193,2.734967058,1.598610085,4,CACL,native
CO-2-CACL-04,CO-2-CACL-04-R06,CO-2,R06,186,1.4,0.63432935,2.695266507,2.33862401,4,CACL,native
FR-1-CACL-01,FR-1-CACL-01-R01,FR-4,R01,174,1.35,1.305886442,2.246352532,0.137718324,2,CACL,mixed
FR-1-CACL-01,FR-1-CACL-01-R02,FR-4,R02,174,1.35,-0.741160082,1.919335222,0.404341896,2,CACL,mixed
FR-1-CACL-01,FR-1-CACL-01-R03,FR-4,R03,174,1.35,-2.152539564,2.854609191,0.587245032,2,CACL,mixed
FR-1-CACL-01,FR-1-CACL-01-R04,FR-4,R04,174,1.35,-1.989649884,4.520214071,0.736209486,2,CACL,mixed
FR-1-CACL-01,FR-1-CACL-01-R05,FR-4,R05,174,1.35,-1.322199489,3.504997751,0.986886216,2,CACL,mixed
FR-1-CACL-01,FR-1-CACL-01-R06,FR-4,R06,174,1.35,-0.359759856,2.294441273,1.327406058,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R01,FR-4,R01,169,1.35,-0.361746316,0.660189797,0.28220705,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R02,FR-4,R02,169,1.35,-2.24888285,2.081201532,0.602141206,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R03,FR-4,R03,169,1.35,-1.220890054,1.926892221,0.847946604,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R04,FR-4,R04,169,1.35,-0.704410581,2.708576015,1.216344585,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R05,FR-4,R05,169,1.35,-0.150188378,1.672198477,1.517542301,2,CACL,mixed
FR-1-CACL-02,FR-1-CACL-02-R06,FR-4,R06,169,1.35,0.300737931,1.334734119,1.698911123,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R01,FR-4,R01,173,1.5,0.719880887,2.193056193,0.209392969,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R02,FR-4,R02,173,1.5,-0.87027995,0.913471045,0.542229733,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R03,FR-4,R03,173,1.5,-1.993622803,3.764132631,0.770063706,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R04,FR-4,R04,173,1.5,-1.131499376,2.994287866,1.068477318,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R05,FR-4,R05,173,1.5,0.004755464,0.835344887,1.381068676,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R06,FR-4,R06,173,1.5,0.777488213,1.124422182,1.681304123,2,CACL,mixed
FR-1-CACL-03,FR-1-CACL-03-R07,FR-4,R07,173,1.5,1.110220181,1.63979178,1.916666667,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R01,FR-4,R01,186,1.5,1.731982007,1.353405971,0,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R02,FR-4,R02,186,1.5,0.54705891,0.561397916,0.242612024,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R03,FR-4,R03,186,1.5,-1.435427681,1.54788444,0.451680628,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R05,FR-4,R05,186,1.5,-2.353171974,3.769968494,0.693896455,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R06,FR-4,R06,186,1.5,-1.550642332,4.046781125,1.148756197,2,CACL,mixed
FR-1-CACL-04,FR-1-CACL-04-R07,FR-4,R07,186,1.5,-0.891137775,2.737996074,1.427725806,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R01,FR-4,R01,183,1.5,0.948233437,1.519275481,0.023568909,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R02,FR-4,R02,183,1.5,-0.691588888,1.818814158,0.322925153,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R03,FR-4,R03,183,1.5,-2.723736966,4.553967045,0.568022551,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R04,FR-4,R04,183,1.5,-3.252135196,6.201820006,0.730287346,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R05,FR-4,R05,183,1.5,-2.645271816,5.519821307,1.031234988,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R06,FR-4,R06,183,1.5,-1.952990676,4.391102626,1.34293188,2,CACL,mixed
FR-1-CACL-05,FR-1-CACL-05-R07,FR-4,R07,183,1.5,-1.369874517,4.119330772,1.667039929,2,CACL,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R01,FR-4,R01,219,1.75,-1.81466086,2.918182535,0.208617432,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R02,FR-4,R02,219,1.75,-3.131683515,4.616413284,0.438852676,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R03,FR-4,R03,219,1.75,-2.992631349,3.410014748,0.616060443,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R04,FR-4,R04,219,1.75,-2.967800605,3.96610813,0.787785062,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R05,FR-4,R05,219,1.75,-2.90622036,3.917034364,1.06301018,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R06,FR-4,R06,219,1.75,-2.521840445,3.468744199,1.288565779,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R07,FR-4,R07,219,1.75,-2.073893826,3.542367785,1.472503175,2,CAIN,mixed
FR-1-CAIN-01,FR-1-CAIN-01-R08,FR-4,R08,219,1.75,-0.936645757,3.983578665,1.705884665,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L01,FR-4,L01,220,1.7,-2.11398419,3.047566489,0.218600596,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L02,FR-4,L02,220,1.7,-3.844190423,4.72340298,0.465499807,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L03,FR-4,L03,220,1.7,-3.81538676,3.234372245,0.633235454,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L04,FR-4,L04,220,1.7,-3.434979764,2.238412492,0.756698415,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L05,FR-4,L05,220,1.7,-3.623693418,2.651918906,0.992518869,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L06,FR-4,L06,220,1.7,-3.61177466,3.402378893,1.250880781,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L07,FR-4,L07,220,1.7,-3.659088514,3.956203514,1.43630855,2,CAIN,mixed
FR-1-CAIN-02,FR-1-CAIN-02-L08,FR-4,L08,220,1.7,-2.697642112,2.391690964,1.628094451,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R01,FR-4,R01,222,1.6,0.141640583,2.142208237,0.229633687,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R02,FR-4,R02,222,1.6,-2.047437797,3.392962964,0.499112279,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R03,FR-4,R03,222,1.6,-2.105045123,3.510918699,0.674070807,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R04,FR-4,R04,222,1.6,-2.11597065,3.587739676,0.816550299,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R05,FR-4,R05,222,1.6,-2.093126366,3.617712162,0.980252374,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R06,FR-4,R06,222,1.6,-1.59055211,3.790316619,1.234610579,2,CAIN,mixed
FR-1-CAIN-03,FR-1-CAIN-03-R07,FR-4,R07,222,1.6,-1.090957543,4.259410618,1.471577426,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R01,FR-4,R01,222,1.75,-2.430824482,4.246242749,0.142078362,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R02,FR-4,R02,222,1.75,-3.765725272,4.203550854,0.40156384,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R03,FR-4,R03,222,1.75,-3.762745583,4.239480664,0.614017119,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R04,FR-4,R04,222,1.75,-3.49060063,4.956884014,0.798226096,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R05,FR-4,R05,222,1.75,-3.529336591,4.887698183,1.019688055,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R06,FR-4,R06,222,1.75,-3.275069774,4.648448059,1.200980376,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R07,FR-4,R07,222,1.75,-2.649335028,4.443951894,1.389211331,2,CAIN,mixed
FR-1-CAIN-04,FR-1-CAIN-04-R08,FR-4,R08,222,1.75,-2.078227919,4.19666184,1.611092901,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L01,FR-4,L01,240,1.8,-2.963647099,2.659480903,0.181414616,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L02,FR-4,L02,240,1.8,-4.309473416,5.371473905,0.372487748,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L03,FR-4,L03,240,1.8,-4.222069198,3.800701715,0.498000619,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L04,FR-4,L04,240,1.8,-4.615388181,2.470514185,0.623779402,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L05,FR-4,L05,240,1.8,-4.57963191,2.826936824,0.726544049,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L06,FR-4,L06,240,1.8,-4.259811929,2.865339899,0.867605224,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L07,FR-4,L07,240,1.8,-3.975296751,3.262299032,1.075007407,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L08,FR-4,L08,240,1.8,-3.941526939,2.675672446,1.31933002,2,CAIN,mixed
FR-1-CAIN-05,FR-1-CAIN-05-L09,FR-4,L09,240,1.8,-4.050782212,2.493354466,1.563757933,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R01,FR-4,R01,240,1.65,0.724214981,4.898914717,0.176873231,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R02,FR-4,R02,240,1.65,1.477083135,3.699250844,0.398661581,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R03,FR-4,R03,240,1.65,1.724397344,5.291829054,0.54933769,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R04,FR-4,R04,240,1.65,1.934962052,5.769942449,0.658199835,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R05,FR-4,R05,240,1.65,2.133608002,5.257454519,0.827892371,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R06,FR-4,R06,240,1.65,2.521960837,3.740331126,1.036600573,2,CAIN,mixed
FR-1-CAIN-06,FR-1-CAIN-06-R07,FR-4,R07,240,1.65,3.072210121,3.498335133,1.303099925,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R01,FR-4,R01,242,1.9,1.105615206,1.993906498,0.187359919,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R02,FR-4,R02,242,1.9,-0.552085254,2.886291705,0.352394061,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R03,FR-4,R03,242,1.9,-1.494660291,3.598146942,0.453976304,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R04,FR-4,R04,242,1.9,-2.208792485,3.98932531,0.572421943,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R05,FR-4,R05,242,1.9,-2.443194707,3.90863546,0.669195214,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R06,FR-4,R06,242,1.9,-2.262426892,3.547763018,0.795909955,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R07,FR-4,R07,242,1.9,-1.697279161,3.143263603,1.017398673,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R08,FR-4,R08,242,1.9,-1.46188371,2.645377035,1.198019585,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R09,FR-4,R09,242,1.9,-0.941431318,2.380709628,1.427193088,2,CAIN,mixed
FR-1-CAIN-07,FR-1-CAIN-07-R10,FR-4,R10,242,1.9,-0.236238192,2.504324719,1.697928805,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R01,FR-4,R01,255,1.85,1.860740701,1.73982137,0.102633539,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R02,FR-4,R02,255,1.85,0.660919157,1.457307435,0.263441757,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R03,FR-4,R03,255,1.85,-0.520031021,2.027479207,0.395710172,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R04,FR-4,R04,255,1.85,-1.095111049,2.952205268,0.500604411,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R05,FR-4,R05,255,1.85,-1.380167989,3.300987658,0.595108107,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R06,FR-4,R06,255,1.85,-1.385134138,3.327605618,0.705985229,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R07,FR-4,R07,255,1.85,-1.203373093,2.547662421,0.863751855,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R08,FR-4,R08,255,1.85,-0.595516483,1.998588872,1.142024239,2,CAIN,mixed
FR-1-CAIN-08,FR-1-CAIN-08-R09,FR-4,R09,255,1.85,0.802680131,2.833351463,1.451696493,2,CAIN,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R01,FR-4,R01,205,1.95,1.552297715,7.801894297,0.143483362,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R02,FR-4,R02,205,1.95,1.367556981,8.433923626,0.410019439,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R03,FR-4,R03,205,1.95,1.113290164,6.852427385,0.585102708,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R04,FR-4,R04,205,1.95,-1.582515978,4.56597621,0.844655615,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R05,FR-4,R05,205,1.95,-2.050327192,5.002273671,1.136486607,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R06,FR-4,R06,205,1.95,-1.631184236,3.715496184,1.327904467,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R07,FR-4,R07,205,1.95,-1.172312089,0.681457575,1.578075107,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R08,FR-4,R08,205,1.95,-1.373937729,-0.606202293,1.843215706,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R09,FR-4,R09,205,1.95,-1.761297334,-0.249098381,2.221387752,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R10,FR-4,R10,205,1.95,-1.757324415,0.36640641,2.588177427,4,GIRO,mixed
FR-1-GIRO-01,FR-1-GIRO-01-R11,FR-4,R11,205,1.95,-1.420619528,0.683693838,3.032398272,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R01,FR-4,R01,162,1.7,-0.123280881,1.954786418,0.193531452,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R02,FR-4,R02,162,1.7,-0.966532943,3.567001107,0.521481888,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R03,FR-4,R03,162,1.7,-1.008248593,4.217517901,0.746455106,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R04,FR-4,R04,162,1.7,-0.784771898,4.382238885,1.301204002,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R05,FR-4,R05,162,1.7,-0.320933602,3.407030999,1.758089422,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R07,FR-4,R07,162,1.7,-0.868203197,-0.670082324,2.217736271,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R08,FR-4,R08,162,1.7,-1.251589882,-0.62771872,2.762148134,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R09,FR-4,R09,162,1.7,-1.245630504,0.191466128,3.291654583,4,GIRO,mixed
FR-1-GIRO-02,FR-1-GIRO-02-R10,FR-4,R10,162,1.7,-1.54359943,0.194469507,3.85722808,4,GIRO,mixed
