fish,sampleID,site,layer,length,eye_diam,C.d15N,C.d13C,lens_age,age,species,site_class
BU-4-GIRO-01,BU-4-GIRO-01-R08,BU-4,R08,165,1.35,4.427080199,2.602202191,1.204879093,2,GIRO,nonnative
BU-4-LECY-01,BU-4-LECY-01-R05,BU-4,R05,93,0.9,1.235432047,3.354055735,0.39495696,1,LECY,nonnative
BU-4-LECY-01,BU-4-LECY-01-R06,BU-4,R06,93,0.9,2.41083853,-0.125249733,0.60429549,1,LECY,nonnative
BU-4-LECY-02,BU-4-LECY-02-R06,BU-4,R06,115,0.9,1.344192069,3.142577115,0.271809625,1,LECY,nonnative
BU-4-LECY-02,BU-4-LECY-02-R07,BU-4,R07,115,0.9,2.187331694,1.346237873,0.402245027,1,LECY,nonnative
BU-4-LECY-03,BU-4-LECY-03-R06,BU-4,R06,115,1,1.623575614,2.540129802,0.298810419,1,LECY,nonnative
BU-4-LECY-03,BU-4-LECY-03-R07,BU-4,R07,115,1,2.211278855,0.948028545,0.494549746,1,LECY,nonnative
BU-4-LECY-04,BU-4-LECY-04-R05,BU-4,R05,127,1.25,2.775034936,-3.847916436,0.414182232,2,LECY,nonnative
BU-4-LECY-04,BU-4-LECY-04-R06,BU-4,R06,127,1.25,3.161182906,-3.567334543,0.605070281,2,LECY,nonnative
BU-4-LECY-04,BU-4-LECY-04-R07,BU-4,R07,127,1.25,5.608782315,-3.523560471,0.76275898,2,LECY,nonnative
BU-4-LECY-04,BU-4-LECY-04-R08,BU-4,R08,127,1.25,4.939259607,-0.842831219,1.172229801,2,LECY,nonnative
BU-4-LECY-05,BU-4-LECY-05-R05,BU-4,R05,122,1.25,2.553523697,5.162358367,0.511828125,2,LECY,nonnative
BU-4-LECY-05,BU-4-LECY-05-R06,BU-4,R06,122,1.25,4.446347211,4.022067226,0.763076669,2,LECY,nonnative
BU-4-LECY-05,BU-4-LECY-05-R07,BU-4,R07,122,1.25,4.800565633,0.672792308,1.111082218,2,LECY,nonnative
BU-4-LECY-05,BU-4-LECY-05-R08,BU-4,R08,122,1.25,3.458526822,3.296502474,1.410256201,2,LECY,nonnative
BU-4-LECY-06,BU-4-LECY-06-R04,BU-4,R04,117,1.2,2.408842933,2.829112115,0.393237291,2,LECY,nonnative
BU-4-LECY-06,BU-4-LECY-06-R05,BU-4,R05,117,1.2,2.867830185,7.172423119,0.581080619,2,LECY,nonnative
BU-4-LECY-06,BU-4-LECY-06-R06,BU-4,R06,117,1.2,5.475077333,3.015711062,0.803003188,2,LECY,nonnative
BU-4-LECY-06,BU-4-LECY-06-R07,BU-4,R07,117,1.2,6.300256588,-1.525610168,1.299470589,2,LECY,nonnative
BU-4-LECY-07,BU-4-LECY-07-R01,BU-4,R01,98,0.85,0.926114551,1.381963307,0.363164037,1,LECY,nonnative
BU-4-LECY-07,BU-4-LECY-07-R02,BU-4,R02,98,0.85,1.138645604,2.34180039,0.537884101,1,LECY,nonnative
BU-4-LECY-08,BU-4-LECY-08-R01,BU-4,R01,96,0.85,1.729342241,2.533388542,0.311007779,1,LECY,nonnative
BU-4-LECY-08,BU-4-LECY-08-R02,BU-4,R02,96,0.85,1.649518371,2.011758575,0.524188325,1,LECY,nonnative
BU-4-LECY-09,BU-4-LECY-09-R01,BU-4,R01,93,0.85,1.698410492,0.787451885,0.327167521,1,LECY,nonnative
BU-4-LECY-09,BU-4-LECY-09-R02,BU-4,R02,93,0.85,1.559716518,1.191638104,0.548545195,1,LECY,nonnative
BU-4-LECY-10,BU-4-LECY-10-R01,BU-4,R01,80,0.65,1.172570749,1.675372918,0.459470354,1,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R01,BU-4,R01,167,1.6,2.155758503,-3.789530771,0.185399676,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R02,BU-4,R02,167,1.6,1.96118782,-2.996112231,0.332685519,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R03,BU-4,R03,167,1.6,2.990915741,-1.534144618,0.421688278,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R04,BU-4,R04,167,1.6,3.322184801,-0.420574192,0.504148545,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R05,BU-4,R05,167,1.6,4.671208201,-1.808428613,0.600297819,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R06,BU-4,R06,167,1.6,4.827862546,-1.537594151,0.67885436,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R07,BU-4,R07,167,1.6,4.073526976,0.916194245,0.775807078,2,LECY,nonnative
BU-4-LECY-11,BU-4-LECY-11-R08,BU-4,R08,167,1.6,2.696565221,4.061883432,0.964228512,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R02,BU-4,R02,152,1.55,2.525941699,-3.276069041,0.320476548,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R04,BU-4,R04,152,1.55,2.516961514,-1.369591697,0.52712185,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R05,BU-4,R05,152,1.55,3.227393956,-0.711064928,0.66128597,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R06,BU-4,R06,152,1.55,5.060349567,-0.65107938,0.79205658,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R07,BU-4,R07,152,1.55,5.882535426,-1.309213635,1.036654336,2,LECY,nonnative
BU-4-LECY-12,BU-4-LECY-12-R08,BU-4,R08,152,1.55,5.736856864,-1.623214973,1.281428992,2,LECY,nonnative
BU-5-AMNA-01,BU-5-AMNA-01-R02,BU-6,R02,210,1.55,-3.71759885,3.390622789,0.342090217,3,AMNA,nonnative
BU-5-AMNA-01,BU-5-AMNA-01-R03,BU-6,R03,210,1.55,-2.355086599,2.498898781,0.91218576,3,AMNA,nonnative
BU-5-AMNA-01,BU-5-AMNA-01-R04,BU-6,R04,210,1.55,-2.507139389,3.664985784,1.667261873,3,AMNA,nonnative
BU-5-AMNA-01,BU-5-AMNA-01-R05,BU-6,R05,210,1.55,-0.811701096,2.978540645,2.529727039,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R01,BU-6,R01,228,1.75,-3.174979092,3.479776007,0.181329986,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R02,BU-6,R02,228,1.75,-3.006031548,3.056684601,0.607595121,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R03,BU-6,R03,228,1.75,-3.011994402,2.927695608,0.95868721,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R04,BU-6,R04,228,1.75,-2.377944208,2.578290862,1.323384563,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R05,BU-6,R05,228,1.75,-1.892965377,2.317351071,1.621352103,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R06,BU-6,R06,228,1.75,0.504102128,1.576308663,1.894807477,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R07,BU-6,R07,228,1.75,1.308093675,2.493186266,2.201041067,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R08,BU-6,R08,228,1.75,1.309087484,2.509698575,2.507330389,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R09,BU-6,R09,228,1.75,2.743153988,2.512693067,2.733431557,3,AMNA,nonnative
BU-5-AMNA-02,BU-5-AMNA-02-R10,BU-6,R10,228,1.75,3.09794383,2.640771104,2.916666667,3,AMNA,nonnative
BU-5-AMNA-03,BU-5-AMNA-03-R02,BU-6,R02,140,1.05,-1.042264803,-0.970557479,0.194888799,1,AMNA,nonnative
BU-5-AMNA-03,BU-5-AMNA-03-R03,BU-6,R03,140,1.05,0.601495418,-1.595726971,0.518334339,1,AMNA,nonnative
BU-5-AMNA-03,BU-5-AMNA-03-R04,BU-6,R04,140,1.05,2.342648928,0.993466749,0.68363794,1,AMNA,nonnative
BU-5-AMNA-04,BU-5-AMNA-04-R01,BU-6,R01,118,0.9,-0.814682523,0.313514824,0.165723759,1,AMNA,nonnative
BU-5-AMNA-04,BU-5-AMNA-04-R03,BU-6,R03,118,0.9,1.542632618,1.89704496,0.642916491,1,AMNA,nonnative
BU-5-AMNA-05,BU-5-AMNA-05-R08,BU-6,R08,107,0.85,-0.495796293,-0.164078444,0.299273577,1,AMNA,nonnative
BU-5-AMNA-05,BU-5-AMNA-05-R09,BU-6,R09,107,0.85,1.554431842,1.080283688,0.743993175,1,AMNA,nonnative
BU-5-AMNA-06,BU-5-AMNA-06-R01,BU-6,R01,102,0.85,0.01999062,0.245850325,0.259321569,1,AMNA,nonnative
BU-5-AMNA-06,BU-5-AMNA-06-R02,BU-6,R02,102,0.85,1.898289784,0.322687039,0.776560229,1,AMNA,nonnative
BU-5-AMNA-07,BU-5-AMNA-07-R01,BU-6,R01,101,0.8,0.015021575,2.708212493,0.181732139,1,AMNA,nonnative
BU-5-AMNA-07,BU-5-AMNA-07-R02,BU-6,R02,101,0.8,2.365380052,2.494488228,0.685422048,1,AMNA,nonnative
BU-5-AMNA-08,BU-5-AMNA-08-R01,BU-6,R01,99,0.75,0.581492751,1.31000226,0.450727145,1,AMNA,nonnative
BU-5-AMNA-09,BU-5-AMNA-09-R01,BU-6,R01,87,0.75,-0.148956924,0.060221454,0.598422548,1,AMNA,nonnative
BU-5-AMNA-10,BU-5-AMNA-10-R01,BU-6,R01,76,0.7,0.966096866,1.710557794,0.66851285,1,AMNA,nonnative
BU-5-CAIN-01,BU-5-CAIN-01-R08,BU-6,R08,140,1.15,0.758711844,1.543609782,0.166543357,1,CAIN,nonnative
BU-5-CAIN-01,BU-5-CAIN-01-R09,BU-6,R09,140,1.15,-1.245801073,4.868666011,0.359259912,1,CAIN,nonnative
BU-5-CAIN-01,BU-5-CAIN-01-R10,BU-6,R10,140,1.15,-0.625664206,2.875345417,0.466169346,1,CAIN,nonnative
BU-5-CAIN-01,BU-5-CAIN-01-R12,BU-6,R12,140,1.15,-0.283793882,0.35925948,0.632499394,1,CAIN,nonnative
BU-5-CAIN-02,BU-5-CAIN-02-R01,BU-6,R01,127,1.1,0.944554143,1.380977883,0.201129613,1,CAIN,nonnative
BU-5-CAIN-02,BU-5-CAIN-02-R03,BU-6,R03,127,1.1,0.964430324,0.880105277,0.533015188,1,CAIN,nonnative
BU-5-CAIN-02,BU-5-CAIN-02-R04,BU-6,R04,127,1.1,1.760471399,1.725305682,0.717715322,1,CAIN,nonnative
BU-5-CAIN-03,BU-5-CAIN-03-R01,BU-6,R01,114,1,1.075736941,2.664548964,0.286539322,1,CAIN,nonnative
BU-5-CAIN-03,BU-5-CAIN-03-R02,BU-6,R02,114,1,0.461562929,2.853372108,0.523925317,1,CAIN,nonnative
BU-5-CAIN-03,BU-5-CAIN-03-R03,BU-6,R03,114,1,1.297356367,1.84378523,0.679860364,1,CAIN,nonnative
BU-5-LECY-01,BU-5-LECY-01-R05,BU-6,R05,141,1.7,2.999598429,1.959232717,0.429650403,2,LECY,nonnative
BU-5-LECY-01,BU-5-LECY-01-R06,BU-6,R06,141,1.7,4.809324767,4.6668785,0.668572584,2,LECY,nonnative
BU-5-LECY-01,BU-5-LECY-01-R07,BU-6,R07,141,1.7,4.808330957,2.463184183,0.996271447,2,LECY,nonnative
BU-5-LECY-01,BU-5-LECY-01-R08,BU-6,R08,141,1.7,2.45797248,1.909158847,1.327274369,2,LECY,nonnative
BU-5-LECY-01,BU-5-LECY-01-R09,BU-6,R09,141,1.7,0.973221712,4.291186761,1.684024294,2,LECY,nonnative
BU-5-LECY-02,BU-5-LECY-02-R05,BU-6,R05,153,1.7,-0.24717584,2.833399038,0.398192175,2,LECY,nonnative
BU-5-LECY-02,BU-5-LECY-02-R06,BU-6,R06,153,1.7,0.274573928,2.542539819,0.626242712,2,LECY,nonnative
BU-5-LECY-02,BU-5-LECY-02-R07,BU-6,R07,153,1.7,1.686776633,1.677664704,0.825506991,2,LECY,nonnative
BU-5-LECY-02,BU-5-LECY-02-R08,BU-6,R08,153,1.7,3.066183638,0.113900986,1.121852881,2,LECY,nonnative
BU-5-LECY-02,BU-5-LECY-02-R09,BU-6,R09,153,1.7,3.069165065,2.111868377,1.418678025,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R05,BU-6,R05,165,1.9,-0.436993374,-1.707863483,0.33148832,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R06,BU-6,R06,165,1.9,0.225877283,-2.123839319,0.517382446,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R07,BU-6,R07,165,1.9,1.022912166,-2.401468949,0.655466806,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R08,BU-6,R08,165,1.9,1.369751536,-0.839045156,0.835247219,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R09,BU-6,R09,165,1.9,2.54443387,-1.369753306,1.066346925,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R10,BU-6,R10,165,1.9,3.360351126,-0.633144924,1.305964328,2,LECY,nonnative
BU-5-LECY-03,BU-5-LECY-03-R11,BU-6,R11,165,1.9,2.960839875,1.168048188,1.575347845,2,LECY,nonnative
BU-5-LECY-04,BU-5-LECY-04-L04,BU-6,L04,131,1.65,3.58268263,-1.469282969,0.362335614,2,LECY,nonnative
BU-5-LECY-04,BU-5-LECY-04-L05,BU-6,L05,131,1.65,5.084948,-0.723715147,0.564278307,2,LECY,nonnative
BU-5-LECY-04,BU-5-LECY-04-L06,BU-6,L06,131,1.65,4.948422195,1.706755999,0.750649671,2,LECY,nonnative
BU-5-LECY-04,BU-5-LECY-04-L07,BU-6,L07,131,1.65,5.02854677,0.028309652,1.244862415,2,LECY,nonnative
BU-5-LECY-04,BU-5-LECY-04-L08,BU-6,L08,131,1.65,2.686758613,2.053743407,1.799882083,2,LECY,nonnative
BU-5-LECY-05,BU-5-LECY-05-R03,BU-6,R03,95,0.95,1.591037934,0.228883489,0.347724888,1,LECY,nonnative
BU-5-LECY-05,BU-5-LECY-05-R04,BU-6,R04,95,0.95,1.641348236,1.295093738,0.596798941,1,LECY,nonnative
BU-5-LECY-06,BU-5-LECY-06-R04,BU-6,R04,117,1.4,0.173799667,1.974853756,0.392170178,2,LECY,nonnative
BU-5-LECY-06,BU-5-LECY-06-R05,BU-6,R05,117,1.4,-0.359255962,3.317415054,0.635033339,2,LECY,nonnative
BU-5-LECY-06,BU-5-LECY-06-R06,BU-6,R06,117,1.4,0.780269094,0.669629602,1.092815724,2,LECY,nonnative
BU-5-LECY-06,BU-5-LECY-06-R07,BU-6,R07,117,1.4,3.079569347,0.933046731,1.572333294,2,LECY,nonnative
BU-5-LECY-07,BU-5-LECY-07-R04,BU-6,R04,89,0.9,1.232026968,1.0193884,0.353651194,1,LECY,nonnative
BU-5-LECY-07,BU-5-LECY-07-R05,BU-6,R05,89,0.9,1.778248002,0.275936948,0.612720599,1,LECY,nonnative
BU-5-LECY-08,BU-5-LECY-08-R04,BU-6,R04,84,0.95,1.802058486,2.292643738,0.535524015,1,LECY,nonnative
BU-5-LECY-09,BU-5-LECY-09-R04,BU-6,R04,65,0.55,2.27534095,-0.298398356,0.531920869,1,LECY,nonnative
BU-5-LECY-10,BU-5-LECY-10-R03,BU-6,R03,50,0.5,2.384659948,0.365112132,0.581244183,1,LECY,nonnative
BU-6-AMNA-01,BU-6-AMNA-01-R01,BU-5,R01,135,0.95,0.274290308,3.446896327,0.221734644,1,AMNA,nonnative
BU-6-AMNA-01,BU-6-AMNA-01-R02,BU-5,R02,135,0.95,0.998975707,3.373364946,0.599425442,1,AMNA,nonnative
BU-6-AMNA-02,BU-6-AMNA-02-R02,BU-5,R02,109,0.8,0.008771966,3.382466397,0.442776615,1,AMNA,nonnative
BU-6-AMNA-03,BU-6-AMNA-03-R01,BU-5,R01,104,0.75,0.029733941,3.206077913,0.404417542,1,AMNA,nonnative
BU-6-AMNA-04,BU-6-AMNA-04-R10,BU-5,R10,99,0.75,0.257321091,3.070572153,0.451841966,1,AMNA,nonnative
BU-6-AMNA-05,BU-6-AMNA-05-R01,BU-5,R01,106,0.8,0.216395331,2.39842118,0.235030615,1,AMNA,nonnative
BU-6-AMNA-05,BU-6-AMNA-05-R02,BU-5,R02,106,0.8,0.808321559,0.532286159,0.661632351,1,AMNA,nonnative
BU-6-AMNA-06,BU-6-AMNA-06-R01,BU-5,R01,96,0.75,0.280279444,3.250165816,0.38958325,1,AMNA,nonnative
BU-6-AMNA-07,BU-6-AMNA-07-R01,BU-5,R01,87,0.7,0.680553335,2.707857956,0.490954607,1,AMNA,nonnative
BU-6-AMNA-08,BU-6-AMNA-08-R01,BU-5,R01,92,0.7,0.22585998,0.900497378,0.432773568,1,AMNA,nonnative
BU-6-AMNA-09,BU-6-AMNA-09-R01,BU-5,R01,85,0.65,0.817786208,2.876273235,0.409121101,1,AMNA,nonnative
BU-6-AMNA-10,BU-6-AMNA-10-R01,BU-5,R01,85,0.7,0.611161032,4.629393743,0.411849935,1,AMNA,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L01,BU-5,L01,227,1.55,2.223236678,5.94521079,0.279996093,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L02,BU-5,L02,227,1.55,1.60535753,4.58823304,0.513697318,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L03,BU-5,L03,227,1.55,1.87287225,1.966895452,0.63805371,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L04,BU-5,L04,227,1.55,2.516704319,-0.066436286,0.740903073,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L05,BU-5,L05,227,1.55,3.262351692,-1.050824067,0.909146642,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L06,BU-5,L06,227,1.55,5.184864196,-1.21258035,1.147429193,2,CAIN,nonnative
BU-6-CAIN-01,BU-6-CAIN-01-L07,BU-5,L07,227,1.55,5.398476697,1.557651481,1.340656304,2,CAIN,nonnative
BU-6-CAIN-02,BU-6-CAIN-02-R10,BU-5,R10,220,1.6,2.40790169,5.036614988,0.284139509,2,CAIN,nonnative
BU-6-CAIN-02,BU-6-CAIN-02-R12,BU-5,R12,220,1.6,1.500547658,3.983593318,0.588089542,2,CAIN,nonnative
BU-6-CAIN-02,BU-6-CAIN-02-R13,BU-5,R13,220,1.6,1.045373358,1.377605833,0.797684478,2,CAIN,nonnative
BU-6-CAIN-02,BU-6-CAIN-02-R14,BU-5,R14,220,1.6,1.473596548,1.268912256,1.11703244,2,CAIN,nonnative
BU-6-CAIN-02,BU-6-CAIN-02-R15,BU-5,R15,220,1.6,3.669612908,2.155533994,1.425075938,2,CAIN,nonnative
BU-6-CAIN-03,BU-6-CAIN-03-L01,BU-5,L01,144,1.15,2.721668871,3.010453743,0.157283487,1,CAIN,nonnative
BU-6-CAIN-03,BU-6-CAIN-03-L02,BU-5,L02,144,1.15,1.426019219,5.708010804,0.345348538,1,CAIN,nonnative
BU-6-CAIN-03,BU-6-CAIN-03-L03,BU-5,L03,144,1.15,1.126562442,5.787339228,0.500036317,1,CAIN,nonnative
BU-6-CAIN-03,BU-6-CAIN-03-L04,BU-5,L04,144,1.15,1.148522606,4.466104974,0.646856043,1,CAIN,nonnative
BU-6-CAIN-04,BU-6-CAIN-04-R01,BU-5,R01,116,1.05,1.066671087,6.119030171,0.277651309,1,CAIN,nonnative
BU-6-CAIN-04,BU-6-CAIN-04-R02,BU-5,R02,116,1.05,0.696342874,4.295802084,0.512682245,1,CAIN,nonnative
BU-6-CAIN-04,BU-6-CAIN-04-R03,BU-5,R03,116,1.05,0.802150935,2.885025052,0.697533199,1,CAIN,nonnative
BU-6-CAIN-05,BU-6-CAIN-05-R01,BU-5,R01,119,1.05,2.343355143,3.751983978,0.267623367,1,CAIN,nonnative
BU-6-CAIN-05,BU-6-CAIN-05-R02,BU-5,R02,119,1.05,1.009774299,6.832675487,0.52747515,1,CAIN,nonnative
BU-6-CAIN-05,BU-6-CAIN-05-R03,BU-5,R03,119,1.05,1.08962944,5.120298457,0.697956115,1,CAIN,nonnative
BU-6-CAIN-06,BU-6-CAIN-06-R01,BU-5,R01,110,1.05,1.930104792,4.232802817,0.344181597,1,CAIN,nonnative
BU-6-CAIN-06,BU-6-CAIN-06-R02,BU-5,R02,110,1.05,0.981825,7.635386263,0.568042677,1,CAIN,nonnative
BU-6-CAIN-06,BU-6-CAIN-06-R03,BU-5,R03,110,1.05,0.959864837,6.488363176,0.737468835,1,CAIN,nonnative
BU-6-CAIN-07,BU-6-CAIN-07-R01,BU-5,R01,112,0.85,2.311413087,4.273125204,0.252302293,1,CAIN,nonnative
BU-6-CAIN-07,BU-6-CAIN-07-R02,BU-5,R02,112,0.85,0.992805082,7.666255569,0.51432684,1,CAIN,nonnative
BU-6-CAIN-08,BU-6-CAIN-08-R01,BU-5,R01,105,1,0.977832243,5.152523346,0.32417397,1,CAIN,nonnative
BU-6-CAIN-08,BU-6-CAIN-08-R02,BU-5,R02,105,1,0.271114251,0.315169515,0.577466808,1,CAIN,nonnative
BU-6-CAIN-08,BU-6-CAIN-08-R03,BU-5,R03,105,1,0.724292173,-1.166885166,0.743850806,1,CAIN,nonnative
BU-6-GIRO-01,BU-6-GIRO-01-R02,BU-5,R02,132,1.2,2.116130971,3.07194199,0.251204388,2,GIRO,nonnative
BU-6-GIRO-01,BU-6-GIRO-01-R03,BU-5,R03,132,1.2,2.793901475,1.678120492,0.6804784,2,GIRO,nonnative
BU-6-GIRO-01,BU-6-GIRO-01-R04,BU-5,R04,132,1.2,3.208150016,2.367859377,1.098837825,2,GIRO,nonnative
BU-6-GIRO-01,BU-6-GIRO-01-R05,BU-5,R05,132,1.2,3.957790146,1.948924214,1.401440809,2,GIRO,nonnative
BU-6-GIRO-02,BU-6-GIRO-02-R01,BU-5,R01,104,0.9,1.881556496,7.569863032,0.077153953,1,GIRO,nonnative
BU-6-GIRO-02,BU-6-GIRO-02-R02,BU-5,R02,104,0.9,1.388451005,6.383200348,0.468469065,1,GIRO,nonnative
BU-6-GIRO-03,BU-6-GIRO-03-R01,BU-5,R01,98,0.95,1.98436999,6.038522465,0.164771476,1,GIRO,nonnative
BU-6-GIRO-03,BU-6-GIRO-03-R02,BU-5,R02,98,0.95,1.38146368,7.291031089,0.468637694,1,GIRO,nonnative
BU-6-GIRO-03,BU-6-GIRO-03-R03,BU-5,R03,98,0.95,2.395623963,6.443507227,0.637207361,1,GIRO,nonnative
BU-6-GIRO-04,BU-6-GIRO-04-R01,BU-5,R01,100,1,1.775748435,6.147753704,0.151102796,1,GIRO,nonnative
BU-6-GIRO-04,BU-6-GIRO-04-R02,BU-5,R02,100,1,1.618034533,6.888909848,0.447250047,1,GIRO,nonnative
BU-6-GIRO-04,BU-6-GIRO-04-R03,BU-5,R03,100,1,1.390447383,4.317255114,0.690837893,1,GIRO,nonnative
BU-6-GIRO-05,BU-6-GIRO-05-R01,BU-5,R01,82,0.85,0.970209707,5.935628677,0.217120465,1,GIRO,nonnative
BU-6-GIRO-05,BU-6-GIRO-05-R02,BU-5,R02,82,0.85,1.235728049,2.882930831,0.714068939,1,GIRO,nonnative
BU-6-GIRO-06,BU-6-GIRO-06-R01,BU-5,R01,83,0.8,1.353514381,3.923705731,0.208923303,1,GIRO,nonnative
BU-6-GIRO-06,BU-6-GIRO-06-R02,BU-5,R02,83,0.8,1.343532488,3.628814874,0.639864259,1,GIRO,nonnative
BU-6-GIRO-07,BU-6-GIRO-07-R01,BU-5,R01,78,0.7,1.469304334,7.135608716,0.417257288,1,GIRO,nonnative
BU-6-GIRO-08,BU-6-GIRO-08-R01,BU-5,R01,83,0.85,0.957233247,6.713271294,0.350875737,1,GIRO,nonnative
BU-6-GIRO-08,BU-6-GIRO-08-R02,BU-5,R02,83,0.85,1.723842594,4.352811217,0.763624702,1,GIRO,nonnative
BU-6-GIRO-09,BU-6-GIRO-09-R02,BU-5,R02,88,0.95,1.437279096,5.447252166,0.365515955,1,GIRO,nonnative
BU-6-GIRO-09,BU-6-GIRO-09-R03,BU-5,R03,88,0.95,1.513141479,4.734323314,0.805193846,1,GIRO,nonnative
BU-6-GIRO-10,BU-6-GIRO-10-R01,BU-5,R01,75,0.75,1.759694225,4.220704396,0.290229992,1,GIRO,nonnative
BU-6-GIRO-10,BU-6-GIRO-10-R02,BU-5,R02,75,0.75,1.285554329,2.727752875,0.733251137,1,GIRO,nonnative
BU-6-LECY-01,BU-6-LECY-01-R01,BU-5,R01,96,0.9,1.871075509,0.065754566,0.374438506,1,LECY,nonnative
BU-6-LECY-01,BU-6-LECY-01-R02,BU-5,R02,96,0.9,2.015812951,0.689959214,0.553778979,1,LECY,nonnative
BU-6-LECY-02,BU-6-LECY-02-L02,BU-5,L02,92,1,1.433868616,2.061451159,0.467672649,1,LECY,nonnative
BU-6-LECY-02,BU-6-LECY-02-L03,BU-5,L03,92,1,1.959914353,2.320739906,0.694766478,1,LECY,nonnative
BU-6-LECY-03,BU-6-LECY-03-R01,BU-5,R01,93,0.95,1.379966396,2.379910422,0.393597905,1,LECY,nonnative
BU-6-LECY-03,BU-6-LECY-03-R02,BU-5,R02,93,0.95,1.464812483,1.892459423,0.628953006,1,LECY,nonnative
BU-6-LECY-04,BU-6-LECY-04-R02,BU-5,R02,76,0.75,1.463814293,3.17571845,0.577077062,1,LECY,nonnative
BU-6-LECY-05,BU-6-LECY-05-R01,BU-5,R01,74,0.75,2.286322239,-1.088010083,0.477058945,1,LECY,nonnative
BU-6-LECY-05,BU-6-LECY-05-R02,BU-5,R02,74,0.75,2.590769962,0.169231641,0.689751649,1,LECY,nonnative
BU-6-LECY-06,BU-6-LECY-06-R01,BU-5,R01,71,0.7,1.920984972,0.773096338,0.590886093,1,LECY,nonnative
BU-6-LECY-07,BU-6-LECY-07-R01,BU-5,R01,71,0.7,2.291313185,0.143785997,0.593463061,1,LECY,nonnative
BU-6-LECY-08,BU-6-LECY-08-R01,BU-5,R01,74,0.65,1.417897588,-0.843611213,0.516965143,1,LECY,nonnative
BU-6-LECY-09,BU-6-LECY-09-R01,BU-5,R01,66,0.75,1.809187776,0.089827135,0.703917353,1,LECY,nonnative
BU-6-LECY-10,BU-6-LECY-10-R01,BU-5,R01,55,0.6,1.70936885,-0.66410487,0.619153157,1,LECY,nonnative
BU-6-LECY-11,BU-6-LECY-11-R01,BU-5,R01,50,0.55,1.735321771,-0.222501192,0.763480818,1,LECY,nonnative
CO-1-CACL-01,CO-1-CACL-01-R01,CO-1,R01,158,1.2,2.525203053,5.460358938,0.209924713,2,CACL,native
CO-1-CACL-01,CO-1-CACL-01-R02,CO-1,R02,158,1.2,2.275552091,2.134094817,0.466358411,2,CACL,native
CO-1-CACL-01,CO-1-CACL-01-R03,CO-1,R03,158,1.2,2.185041185,1.528079651,0.595545731,2,CACL,native
CO-1-CACL-01,CO-1-CACL-01-R04,CO-1,R04,158,1.2,2.440659899,1.131089831,0.724837885,2,CACL,native
CO-1-CACL-01,CO-1-CACL-01-R05,CO-1,R05,158,1.2,2.529181555,-0.408852246,1.132288759,2,CACL,native
CO-1-CACL-02,CO-1-CACL-02-R01,CO-1,R01,168,1.4,2.068670019,4.829720284,0.298606715,5,CACL,native
CO-1-CACL-02,CO-1-CACL-02-R02,CO-1,R02,168,1.4,1.563400344,2.958506543,0.708734645,5,CACL,native
CO-1-CACL-02,CO-1-CACL-02-R04,CO-1,R04,168,1.4,1.772271666,0.416274381,1.38345367,5,CACL,native
CO-1-CACL-02,CO-1-CACL-02-R05,CO-1,R05,168,1.4,1.271975117,0.422137532,2.157920313,5,CACL,native
